runner_id,age,sex,residence,split_1_segment_time,split_1_overall_place,split_1_pace,split_2_segment_time,split_2_overall_place,split_2_pace,split_3_segment_time,split_3_overall_place,split_3_pace,split_4_segment_time,split_4_overall_place,split_4_pace,split_5_segment_time,split_5_overall_place,split_5_pace,split_6_segment_time,split_6_overall_place,split_6_pace,split_7_segment_time,split_7_overall_place,split_7_pace,chipstart
1,28.0,M,CA,961,3,310,953,7,307,2104,4,306,1668,3,301,718,5,305,936,2,312,667,3,304,1
2,26.0,M,MA,963,12,310,967,15,311,2127,13,309,1697,10,307,710,2,301,942,5,314,686,8,312,1
4,29.0,M,CA,961,6,310,952,1,307,2093,2,304,1680,7,304,717,4,304,936,3,312,656,2,298,1
5,30.0,M,AZ,961,5,310,954,10,307,2104,3,306,1668,1,301,719,6,305,935,1,312,653,1,297,0
6,27.0,M,MI,962,9,310,954,8,307,2107,9,306,1675,6,303,707,1,300,964,8,322,718,15,327,0
7,31.0,M,CA,970,14,313,960,13,309,2089,1,304,1668,2,301,717,3,304,937,4,313,675,5,307,0
8,26.0,M,CO,961,2,310,953,3,307,2106,8,306,1669,4,302,736,9,312,994,14,332,791,49,360,0
9,30.0,M,CO,961,4,310,952,2,307,2106,7,306,1754,17,317,818,44,347,1050,32,350,770,35,350,1
11,33.0,M,CO,963,13,310,953,4,307,2105,5,306,1715,12,310,780,22,331,1032,23,344,747,25,340,0
13,26.0,M,CA,962,7,310,953,5,307,2108,10,306,1688,9,305,742,12,315,974,11,325,686,7,312,0
14,30.0,M,CA,960,1,309,954,11,307,2111,11,307,1711,11,309,738,10,313,971,9,324,705,11,321,1
15,27.0,M,MI,972,16,313,967,14,311,2148,14,312,1737,15,314,754,15,320,1018,20,340,786,43,358,0
16,25.0,M,AZ,962,10,310,954,9,307,2105,6,306,1684,8,304,723,7,307,978,13,326,712,12,324,1
17,23.0,M,MI,992,25,320,985,23,317,2165,17,315,1737,14,314,734,8,312,953,7,318,683,6,311,0
18,30.0,M,NM,985,22,317,967,16,312,2153,15,313,1776,21,321,790,24,335,1033,24,345,755,29,344,1
19,31.0,M,IN,962,11,310,953,6,307,2114,12,307,1720,13,311,741,11,315,977,12,326,705,10,321,1
21,27.0,M,WI,972,15,313,969,17,312,2207,26,321,1884,36,340,827,45,351,1060,35,354,745,24,339,1
22,26.0,M,MO,981,20,316,974,19,314,2176,19,316,1671,5,302,745,13,316,945,6,315,673,4,306,0
23,26.0,M,CO,1009,28,325,997,26,321,2194,24,319,1765,18,319,763,17,324,1049,30,350,790,48,360,1
24,24.0,M,ID,1023,32,330,1008,28,325,2252,28,328,1813,26,328,766,19,325,1014,16,338,770,37,350,0
25,25.0,M,CO,992,23,320,985,24,317,2165,16,315,1740,16,314,748,14,317,973,10,325,702,9,319,1
28,33.0,M,CA,1024,35,330,1010,32,325,2268,33,330,2007,75,363,967,198,410,1461,718,487,985,429,448,1
29,28.0,M,WI,1023,33,330,1009,30,325,2262,31,329,1848,31,334,798,30,338,1042,27,348,747,26,340,1
30,28.0,M,CA,1025,38,330,1040,41,335,2385,56,347,1889,39,341,817,43,347,1076,37,359,736,21,335,0
33,29.0,M,MI,975,18,314,978,22,315,2185,23,318,1788,22,323,813,40,345,1116,53,372,839,83,382,0
34,25.0,M,CO,1009,27,325,998,27,321,2204,25,321,1797,23,325,785,23,333,1044,28,348,830,74,377,1
38,30.0,M,VA,1068,54,344,1015,35,327,2257,29,328,1824,28,330,796,29,338,1172,87,391,1030,664,468,3
39,28.0,M,DC,1031,40,332,1033,40,333,2344,45,341,1901,45,344,815,41,346,1121,55,374,800,54,364,2
40,27.0,M,WI,1023,34,330,1017,36,328,2336,39,340,1893,42,342,808,33,343,1109,49,370,772,38,351,2
41,25.0,M,NY,1049,42,338,1065,56,343,2395,60,348,2036,92,368,880,84,373,1164,80,388,852,97,388,0
44,32.0,M,DC,1091,68,352,1072,58,345,2379,55,346,2006,74,362,885,93,376,1201,112,401,866,117,394,2
46,31.0,M,CO,1010,29,325,1014,34,327,2259,30,328,1818,27,329,792,25,336,1052,33,351,779,39,355,2
47,31.0,M,MO,1234,222,397,1233,251,397,2755,252,401,2195,191,396,1007,307,427,1428,600,476,1100,1147,500,1
48,36.0,M,OH,1059,49,341,1055,52,340,2346,46,341,1914,47,346,856,66,363,1241,151,414,906,183,412,1
49,36.0,M,MD,1141,108,368,1100,85,354,2413,67,351,1925,49,348,847,54,359,1161,79,387,846,91,385,2
50,25.0,M,WI,1059,50,341,1048,43,338,2341,43,340,1887,38,341,764,18,324,1014,17,338,716,14,326,2
51,27.0,M,MN,1191,161,384,1204,190,388,2653,172,386,2143,149,387,971,209,412,1344,316,448,924,231,420,71
52,37.0,M,MN,1107,88,357,1105,88,356,2454,79,357,2046,96,370,910,116,386,1213,122,405,886,148,403,1
53,31.0,M,WI,1077,60,347,1081,67,348,2406,65,350,1969,63,356,860,68,365,1139,66,380,814,62,370,2
55,29.0,M,MN,1025,37,330,1017,37,328,2336,40,340,1893,43,342,812,37,345,1032,22,344,712,13,324,1
56,25.0,M,MN,1089,65,351,1080,63,348,2358,49,343,1877,34,339,810,36,344,1078,39,360,799,52,363,3
57,33.0,M,MN,1093,73,352,1077,59,347,2341,42,340,1886,37,341,813,38,345,1060,34,354,758,30,345,3
59,30.0,M,MN,1090,66,351,1082,70,349,2368,52,344,1929,50,348,834,49,354,1111,50,371,837,78,381,3
60,30.0,M,WI,1116,93,360,1120,96,361,2504,92,364,2035,91,368,929,138,394,1252,169,418,861,109,392,3
61,29.0,M,IA,1218,199,392,1233,257,397,2792,285,406,2455,562,443,1117,842,474,1560,1266,520,1152,1676,524,15
62,37.0,M,MN,1016,30,328,1013,33,327,2270,34,330,1882,35,340,810,35,344,1049,31,350,744,23,339,1
64,36.0,M,NM,976,19,314,977,21,315,2185,22,318,1775,19,321,775,20,329,1015,19,339,723,17,329,0
103,36.0,F,MN,1278,370,412,1291,434,416,2581,131,375,1983,66,358,851,58,361,1191,106,397,884,140,402,5
104,30.0,F,NM,1058,46,341,1050,47,338,2353,48,342,1953,56,353,862,71,366,1174,91,392,850,95,387,0
105,34.0,F,CO,1057,45,340,1050,46,338,2352,47,342,1941,53,351,853,60,362,1177,94,393,933,268,425,2
107,27.0,F,VA,1099,79,354,1086,74,350,2449,76,356,1948,54,352,831,48,353,1091,44,364,770,36,350,2
108,31.0,F,MN,1099,80,354,1086,75,350,2448,75,356,1949,55,352,830,47,352,1098,46,366,782,41,356,2
111,30.0,F,MN,1058,47,341,1055,50,340,2379,54,346,1938,52,350,809,34,343,1067,36,356,751,28,342,1
112,26.0,F,MI,1064,53,343,1062,55,342,2420,71,352,1998,69,361,854,61,362,1078,38,360,749,27,341,5
113,25.0,F,OR,1073,57,346,1087,76,350,2436,74,354,1998,70,361,881,86,374,1173,90,391,927,247,421,1
118,27.0,F,OH,1100,81,354,1096,80,353,2470,83,359,2007,76,363,864,74,367,1115,51,372,798,51,363,2
119,30.0,F,CO,1152,119,371,1152,132,371,2554,115,371,2043,94,369,866,75,368,1118,54,373,784,42,357,3
121,38.0,F,KS,1151,115,371,1150,121,370,2558,121,372,2157,158,390,1044,433,443,1293,234,431,947,314,431,3
123,26.0,F,MI,1137,102,366,1134,109,365,2550,110,371,2090,117,378,887,94,376,1130,61,377,809,58,368,3
124,24.0,F,NY,1112,91,358,1126,100,363,2504,93,364,2010,80,363,855,63,363,1146,70,382,817,64,372,2
136,33.0,F,MT,1133,99,365,1130,104,364,2558,120,372,2103,121,380,911,118,387,1205,114,402,859,106,391,3
139,25.0,F,MO,1147,111,370,1153,133,372,2558,119,372,2081,113,376,910,114,386,1176,93,392,837,79,381,3
140,37.0,F,OH,1162,134,374,1161,135,374,2631,162,382,2177,179,393,977,223,414,1431,609,477,938,280,426,1
142,35.0,F,MN,1226,211,395,1210,204,390,2673,191,389,2144,151,387,936,152,397,1236,143,412,877,131,399,0
144,32.0,F,MT,1168,142,376,1195,175,385,2681,195,390,2170,172,392,923,130,392,1219,125,407,855,99,389,3
145,31.0,F,TX,1204,176,388,1198,181,386,2665,186,387,2218,207,401,977,222,414,1291,228,431,913,203,415,3
146,27.0,F,WI,1163,136,375,1185,161,382,2736,227,398,2350,353,425,1037,402,440,1369,395,457,918,213,417,4
147,36.0,F,CO,1243,245,400,1256,314,404,2864,398,416,2488,642,449,1123,892,476,1511,955,504,1054,824,479,4
148,36.0,F,MN,1277,367,412,1282,402,413,2811,311,409,2288,276,413,1219,1732,517,1431,611,477,1015,571,461,5
149,30.0,F,KS,1230,218,396,1238,268,399,2754,251,400,2227,220,402,969,207,411,1299,242,433,955,341,434,3
151,25.0,F,MN,1223,207,394,1204,192,388,2672,190,388,2141,144,387,931,144,395,1205,116,402,834,76,379,4
152,29.0,F,WI,1177,151,379,1201,187,387,2764,264,402,2339,333,423,991,251,420,1337,304,446,951,332,433,0
154,33.0,F,WA,1153,120,371,1152,129,371,2554,113,371,2157,159,390,1007,305,427,1318,266,440,928,249,422,2
156,31.0,F,CO,1275,353,411,1264,337,407,2839,367,413,2364,385,427,1062,497,451,1356,361,452,859,104,391,3
157,31.0,F,MN,1374,730,443,1370,777,441,3029,693,440,2440,533,441,1044,431,443,1385,443,462,995,474,453,33
160,27.0,F,MN,1058,48,341,1055,51,340,2432,73,354,2044,95,369,904,105,384,1204,113,402,844,87,384,1
161,32.0,F,IN,1152,117,371,1148,120,370,2528,103,368,2053,102,371,875,81,371,1134,64,378,790,46,359,2
162,27.0,F,PA,1160,133,374,1165,138,375,2605,143,379,2263,255,409,1119,859,475,1498,887,500,1002,505,456,3
201,41.0,M,WA,992,24,320,996,25,321,2222,27,323,1811,25,327,813,39,345,1089,43,363,781,40,355,1
202,41.0,M,KY,975,17,314,977,20,315,2184,21,318,1809,24,327,756,16,321,998,15,333,762,31,346,2
204,48.0,M,MI,1025,36,330,1008,29,325,2278,35,331,1899,44,343,807,32,343,1045,29,349,727,19,331,0
205,42.0,M,WI,1023,31,330,1009,31,325,2262,32,329,1848,30,334,796,28,338,1042,26,348,738,22,336,2
206,48.0,M,NM,984,21,317,970,18,312,2182,20,317,1775,20,321,775,21,329,1014,18,338,723,18,329,1
209,44.0,M,CA,1004,26,323,1019,38,328,2305,37,335,1936,51,350,846,53,359,1123,57,375,804,56,366,0
210,42.0,M,MN,1091,69,352,1083,73,349,2368,51,344,1974,64,357,906,111,385,1243,154,415,914,206,416,1
211,52.0,M,CA,1092,71,352,1081,66,348,2404,64,350,1963,61,355,874,80,371,1169,85,390,873,125,397,2
212,46.0,M,MN,1059,51,341,1048,44,338,2341,44,340,1890,41,341,836,50,355,1128,60,376,882,138,401,2
214,42.0,M,WI,1101,83,355,1071,57,345,2397,61,348,2002,72,362,895,99,380,1175,92,392,897,166,408,1
217,42.0,M,MN,1138,104,367,1104,86,356,2483,87,361,2014,82,364,849,55,360,1079,40,360,731,20,333,2
220,40.0,M,WA,1235,224,398,1244,283,401,2925,513,425,2618,1082,473,1244,1993,528,1757,2819,586,1297,3507,590,1
222,51.0,M,MI,1092,70,352,1082,69,349,2590,135,376,2237,230,404,993,259,421,1406,500,469,1096,1121,499,0
223,48.0,M,VA,1155,124,372,1139,111,367,2527,102,367,2047,98,370,884,92,375,1133,63,378,800,55,364,3
224,51.0,M,MN,1111,90,358,1126,101,363,2504,94,364,2010,81,363,862,70,366,1167,82,389,874,126,398,2
225,63.0,M,WA,1154,122,372,1148,119,370,2557,118,372,2104,124,380,934,151,396,1227,135,409,863,114,393,3
230,59.0,M,IA,1210,186,390,1206,196,389,2721,216,396,2202,194,398,966,194,410,1270,193,424,904,179,411,3
232,52.0,M,MN,1224,208,394,1228,237,396,2779,276,404,2252,239,407,1002,296,425,1350,335,450,970,385,441,3
233,56.0,M,MS,1279,372,412,1282,403,413,2902,442,422,2420,493,437,994,264,422,1266,184,422,888,150,404,5
234,56.0,M,OR,1268,333,409,1276,375,411,2861,394,416,2389,438,432,1090,659,463,1526,1037,509,1010,544,459,4
235,56.0,M,MN,1227,214,395,1209,202,390,2776,270,404,2378,412,430,1063,506,451,1406,502,469,982,425,446,3
236,58.0,M,ID,1371,707,442,1382,855,445,3118,947,453,2537,806,458,1109,775,470,1456,699,486,1081,1009,491,4
237,58.0,M,CA,1321,522,426,1277,377,411,2908,451,423,2387,431,431,1068,541,453,1437,633,479,1064,894,484,6
238,61.0,M,NY,1192,165,384,1205,195,388,2725,219,396,2238,231,404,968,201,411,1291,229,431,970,386,441,3
239,65.0,M,OH,1249,265,403,1227,235,395,2754,250,400,2440,529,441,1043,424,442,1532,1068,511,1146,1617,521,4
240,62.0,M,MI,1338,567,431,1344,631,433,3027,685,440,2504,714,452,1085,631,460,1456,698,486,1058,854,481,8
241,75.0,M,FL,1622,2895,522,1585,2875,511,3537,2821,514,2868,2246,518,1286,2478,546,1724,2519,575,1254,2956,570,3
242,70.0,M,MN,1472,1399,474,1510,2003,486,3715,3941,540,3313,4813,598,1455,4534,617,1953,4546,651,1361,4334,619,6
243,40.0,M,OR,1029,39,332,1023,39,330,2298,36,334,1859,32,336,801,31,340,1033,25,345,769,34,350,1
244,85.0,M,MI,1969,7344,634,2112,8203,680,4895,8286,711,5256,8812,949,2058,8427,873,3373,8842,1125,1752,7812,796,10
245,76.0,M,FL,1950,7195,628,1888,6698,608,4267,6782,620,3881,7159,701,1807,7420,766,2481,7759,827,1746,7780,794,505
302,42.0,F,CO,1141,107,367,1117,94,360,2520,101,366,2085,115,377,921,128,391,1223,131,408,861,110,392,2
303,58.0,F,CA,1250,268,403,1226,233,395,2752,248,400,2272,266,410,993,260,421,1306,250,436,917,211,417,3
305,54.0,F,IL,1294,414,417,1279,391,412,2918,498,424,2343,336,423,1009,311,428,1323,275,441,937,276,426,3
307,43.0,F,CO,1141,109,368,1127,102,363,2518,100,366,2041,93,369,909,113,386,1236,144,412,942,295,429,2
310,62.0,F,CA,1681,3739,541,1619,3280,521,3622,3277,526,2974,2805,537,1299,2662,551,1690,2204,564,1212,2409,551,143
311,47.0,F,TN,1242,243,400,1253,305,404,2836,360,412,2298,289,415,971,212,412,1263,181,421,879,134,400,0
312,48.0,F,MN,1325,532,427,1356,681,437,2962,578,431,2460,581,444,1106,759,469,1472,767,491,973,395,443,7
315,53.0,F,MN,1432,1040,461,1378,826,444,3101,909,451,2507,730,453,1074,575,456,1408,510,470,998,486,454,5
317,41.0,F,IA,1209,185,390,1201,185,387,2654,178,386,2165,168,391,961,182,408,1292,231,431,906,186,412,4
321,42.0,F,MN,1238,232,399,1237,261,398,2777,273,404,2311,302,417,1007,306,427,1317,263,439,962,359,438,3
322,55.0,F,MN,1524,1938,491,1540,2339,496,3544,2852,515,3341,4962,603,1561,5630,662,1933,4370,645,1360,4323,619,7
323,47.0,F,MN,1309,490,422,1297,459,418,2898,439,421,2352,359,425,1023,351,434,1431,610,477,1015,574,461,4
324,51.0,F,ID,1385,808,446,1391,897,448,3067,837,446,2473,620,447,1056,485,448,1357,365,453,935,272,425,7
325,50.0,F,MN,1398,879,450,1426,1131,459,3161,1059,460,2583,947,467,1108,774,470,1483,809,495,1038,715,472,7
327,40.0,F,WI,1120,95,361,1132,107,365,2535,106,369,2050,99,370,881,85,374,1128,59,376,794,50,361,2
328,56.0,F,MN,1417,973,456,1408,994,454,3248,1393,472,2641,1150,477,1174,1314,498,1556,1233,519,1118,1331,508,6
329,43.0,F,IN,1211,189,390,1200,183,387,2655,179,386,2142,146,387,915,123,388,1197,111,399,838,81,381,4
330,42.0,F,ME,1100,82,354,1096,82,353,2472,84,359,2005,73,362,881,87,374,1149,73,383,813,60,370,2
331,58.0,F,IA,1402,899,452,1388,886,447,3124,957,454,2583,940,467,1132,956,480,1531,1066,511,1062,885,483,6
1001,31.0,M,MN,1489,1536,479,1489,1708,480,3280,1513,477,2650,1192,479,1184,1381,502,1758,2835,586,1261,3052,573,55
1003,48.0,M,MN,1639,3107,528,1658,3752,534,3640,3381,529,2957,2707,534,1287,2488,546,1763,2893,588,1236,2721,562,112
1004,43.0,M,MN,1783,5389,574,1718,4739,553,3618,3253,526,2975,2808,537,1288,2504,546,1660,1958,554,1117,1321,508,408
1005,44.0,M,MN,1370,689,441,1378,825,444,3066,836,446,2650,1194,479,1269,2263,538,1944,4466,648,1665,7364,757,51
1007,46.0,M,MN,1586,2533,511,1517,2069,489,3469,2427,504,3000,2974,542,1312,2821,556,1767,2925,589,1323,3817,602,122
1008,32.0,M,MN,1450,1224,467,1439,1286,463,3204,1220,466,2588,977,468,1193,1469,506,1736,2632,579,1241,2787,564,43
1009,44.0,M,MN,1625,2929,524,1609,3156,518,3592,3109,522,3105,3676,561,1385,3760,588,1879,3905,627,1269,3151,577,115
1010,33.0,M,MN,1842,6111,593,1907,6897,614,4358,7075,633,3979,7417,718,1821,7499,772,2460,7675,820,1822,8136,828,70
1013,37.0,M,MN,1644,3165,529,1600,3051,515,3519,2739,511,2801,1865,506,1172,1291,497,1492,860,498,1003,512,456,94
1016,34.0,M,MN,1950,7201,628,1940,7230,625,4190,6447,609,3786,6875,684,1775,7251,753,2347,7235,783,1495,6017,680,677
1017,38.0,M,MN,1502,1635,484,1438,1264,463,3198,1167,465,2569,883,464,1107,768,470,1421,573,474,1020,606,464,75
1018,36.0,M,MN,1759,5032,566,1661,3786,535,3763,4323,547,2954,2695,533,1231,1867,522,1602,1516,534,1108,1209,504,606
1021,38.0,M,MN,1683,3763,542,1610,3174,519,3635,3350,528,3243,4372,586,1439,4364,610,1935,4386,645,1445,5439,657,66
1023,32.0,M,MN,1438,1091,463,1441,1313,464,3254,1415,473,2942,2630,531,1316,2893,558,1824,3408,608,1573,6726,715,62
1025,61.0,M,MN,1623,2905,523,1616,3242,521,3641,3386,529,2982,2854,539,1300,2681,551,1658,1942,553,1180,2011,537,80
1026,53.0,M,MN,1435,1062,462,1373,801,442,3048,784,443,2509,733,453,1142,1034,484,1465,748,489,949,321,431,13
1027,51.0,M,MN,1373,724,442,1357,686,437,3052,795,444,2437,526,440,1042,419,442,1416,542,472,1102,1164,501,20
1028,47.0,M,MN,1218,200,392,1247,294,402,2753,249,400,2189,189,395,949,168,402,1290,226,430,894,159,407,6
1029,37.0,M,MN,1653,3323,532,1669,3898,538,3734,4131,543,3038,3229,549,1361,3442,577,1821,3394,607,1337,4006,608,67
1030,37.0,M,MN,1761,5080,567,1827,6107,588,4350,7051,632,4055,7584,732,1720,6921,729,2480,7756,827,1551,6547,705,644
1031,25.0,M,MN,1487,1516,479,1406,974,453,3319,1665,482,3020,3120,545,1446,4456,613,1987,4830,663,1422,5160,647,46
1032,37.0,M,MN,1385,813,446,1285,418,414,2827,342,411,2520,758,455,1141,1025,484,1516,981,506,1187,2080,540,73
1033,37.0,M,MN,1401,892,451,1369,753,441,3098,900,450,2600,1017,470,1191,1451,505,1671,2050,557,1403,4922,638,35
1034,49.0,M,MN,1522,1910,490,1458,1444,470,3372,1924,490,3069,3439,554,1486,4879,630,2097,5699,699,1551,6552,705,132
1035,33.0,M,MN,1321,523,426,1324,567,427,2971,590,432,2499,686,451,1044,432,443,1494,870,498,1043,751,474,20
1036,38.0,M,MN,1576,2442,507,1554,2465,500,3546,2862,515,2895,2376,523,1315,2875,558,1832,3465,611,1391,4738,632,66
1037,49.0,M,MN,1502,1639,484,1508,1978,486,3420,2202,497,3031,3190,547,1390,3819,590,1895,4030,632,1390,4725,632,106
1038,38.0,M,MN,1589,2572,512,1599,3042,515,3561,2942,518,2942,2627,531,1365,3491,579,1897,4050,633,1422,5161,647,278
1040,39.0,M,MN,1353,610,436,1330,586,428,2996,627,435,2432,511,439,1044,429,443,1412,523,471,1006,521,457,25
1041,34.0,M,MN,1542,2123,497,1485,1664,478,3252,1404,473,2616,1075,473,1111,789,471,1372,401,458,968,374,440,134
1043,35.0,M,MN,1036,41,334,1091,78,351,2572,126,374,2188,188,395,1001,293,425,1406,503,469,1021,615,464,1
1044,48.0,M,MN,1503,1647,484,1506,1957,485,3479,2481,506,2999,2960,542,1330,3060,564,1820,3386,607,1339,4039,609,115
1045,47.0,M,MN,1525,1940,491,1520,2121,490,3341,1770,486,2823,1978,510,1304,2733,553,1765,2906,589,1272,3179,578,290
1046,34.0,M,MN,1809,5766,583,1888,6707,608,4709,7948,684,4213,7932,761,2032,8367,862,2954,8749,985,1860,8279,846,589
1047,29.0,M,MN,1249,262,402,1254,308,404,2807,310,408,2698,1357,487,1354,3370,574,1873,3845,625,1314,3701,597,20
1048,34.0,M,MN,1512,1749,487,1507,1975,486,3329,1707,484,2729,1517,493,1195,1481,507,1565,1294,522,1127,1437,512,289
1049,36.0,M,MN,1723,4369,555,1718,4735,553,3727,4067,542,3689,6533,666,1632,6279,692,2031,5191,677,1378,4572,627,426
1050,60.0,M,MN,1696,3938,546,1694,4256,546,4143,6242,602,4151,7801,750,1934,7986,820,2497,7818,833,1607,6981,731,145
1051,36.0,M,MN,1447,1185,466,1436,1227,463,3204,1207,466,2584,960,467,1095,680,465,1439,637,480,1064,897,484,47
1052,36.0,M,MN,1471,1396,474,1439,1294,464,3240,1363,471,2821,1962,510,1298,2653,551,1707,2358,569,1248,2883,568,116
1054,40.0,M,MN,1818,5866,586,1816,5958,585,4100,6054,596,3966,7386,716,1756,7150,745,2788,8615,930,1954,8570,889,461
1055,26.0,M,MN,1374,735,443,1368,746,441,3037,739,442,2494,663,450,1065,526,452,1406,501,469,1021,616,464,28
1056,40.0,M,MN,2000,7607,644,2061,7954,664,4981,8400,724,4497,8372,812,2266,8767,961,2854,8680,952,1954,8567,888,55
1058,32.0,M,MN,1750,4917,564,1695,4272,546,3661,3504,532,3016,3097,545,1290,2521,547,1731,2576,577,1144,1605,520,422
1059,45.0,M,MN,1644,3170,529,1648,3596,531,3827,4663,556,3499,5743,632,1605,6076,681,2155,6131,719,1652,7279,751,131
1060,25.0,M,MN,1455,1286,469,1402,954,452,3009,646,437,2465,593,445,1073,570,455,1402,488,468,1020,607,464,280
1061,44.0,M,MN,1473,1407,474,1435,1204,462,3183,1119,463,2789,1809,504,1205,1576,511,1647,1843,549,1204,2303,547,67
1062,64.0,M,MN,1574,2420,507,1553,2456,500,3500,2627,509,2967,2774,536,1369,3536,580,1936,4396,646,1438,5360,654,73
1063,43.0,M,MN,1428,1015,460,1432,1175,461,3183,1120,463,2682,1294,484,1257,2121,533,1919,4247,640,1344,4097,611,54
1065,28.0,M,MN,1537,2070,495,1519,2107,489,3392,2075,493,2830,2032,511,1278,2369,542,1756,2811,586,1278,3261,581,65
1067,49.0,M,MN,1434,1056,462,1473,1558,475,3310,1629,481,2783,1786,503,1217,1718,516,1609,1569,537,1169,1878,532,74
1068,34.0,M,MN,1215,194,392,1233,255,397,3155,1035,459,2760,1680,498,1244,1991,528,1909,4155,637,1260,3040,573,18
1069,26.0,M,MN,1384,805,446,1506,1955,485,3514,2708,511,3241,4358,585,1541,5424,653,2294,6948,765,1632,7147,742,4
1070,23.0,M,MN,1590,2576,512,1560,2522,502,3417,2182,497,2902,2409,524,1321,2964,560,1837,3512,613,1240,2779,564,352
1071,31.0,M,MN,1865,6343,601,1706,4473,549,3766,4334,547,3230,4296,583,1545,5471,655,2199,6398,733,1576,6741,716,321
1072,40.0,M,MN,1462,1328,471,1432,1170,461,3167,1076,460,2547,827,460,1112,800,472,1482,803,494,1158,1754,527,92
1073,50.0,M,MN,1552,2216,500,1560,2530,503,3560,2935,517,3222,4268,582,1541,5432,654,2055,5365,685,1610,7010,732,75
1074,38.0,M,MN,1267,331,408,1282,404,413,2813,316,409,2251,237,407,963,188,409,1225,134,409,854,98,389,12
1075,32.0,M,MN,1569,2370,505,1512,2030,487,3298,1581,479,2658,1223,480,1134,976,481,1542,1146,514,1108,1211,504,129
1076,37.0,M,MN,1543,2135,497,1530,2210,493,3385,2045,492,2817,1944,509,1237,1922,525,1649,1858,550,1152,1685,524,293
1077,31.0,M,MN,1765,5122,568,1706,4461,549,3774,4391,549,3460,5531,625,1791,7325,760,2333,7168,778,1397,4828,635,433
1078,55.0,M,MN,1809,5760,583,1820,6008,586,4066,5888,591,3365,5085,608,1570,5726,666,2116,5859,706,1427,5214,649,140
1079,52.0,M,MN,1403,906,452,1381,846,445,3085,861,448,2578,911,466,1269,2266,538,1736,2633,579,1298,3516,590,74
1080,31.0,M,MN,1449,1204,467,1456,1416,469,3279,1509,477,3657,6422,660,1946,8049,825,2589,8126,863,1928,8499,877,54
1081,30.0,M,MN,1549,2195,499,1505,1941,485,3445,2320,501,3169,4009,572,1509,5108,640,2080,5570,694,1312,3677,597,109
1082,30.0,M,MN,1549,2192,499,1513,2040,487,3376,1967,491,2837,2074,512,1319,2935,560,1808,3288,603,1162,1803,529,53
1086,38.0,M,MN,1191,162,384,1164,137,375,2654,177,386,2630,1111,475,1008,309,428,1318,264,440,1002,507,456,4
1087,43.0,M,MN,1980,7424,638,1787,5585,576,4093,6022,595,3773,6811,681,1651,6447,700,2184,6309,728,1536,6407,699,671
1088,36.0,M,MN,1236,227,398,1233,256,397,2789,282,405,2401,457,434,1099,708,466,1477,786,493,1032,679,469,6
1090,64.0,M,MN,1585,2519,510,1560,2529,503,3475,2462,505,2957,2708,534,1337,3150,567,1809,3306,603,1312,3681,597,113
1091,57.0,M,MN,1462,1326,471,1438,1278,463,3238,1356,471,2710,1412,489,1195,1493,507,1592,1467,531,1180,2017,537,27
1093,30.0,M,MN,1378,770,444,1411,1007,454,3231,1342,470,2926,2542,529,1346,3268,571,1881,3921,627,1332,3930,606,444
1094,50.0,M,MN,1484,1496,478,1454,1401,468,3355,1826,488,3014,3087,544,1362,3458,578,1819,3378,607,1308,3631,595,33
1095,44.0,M,MN,1379,776,444,1277,382,411,2835,359,412,2378,411,430,1068,544,453,1460,716,487,1079,996,491,32
1096,32.0,M,MN,1761,5066,567,1596,3017,514,3602,3160,524,2936,2599,530,1327,3019,563,1703,2312,568,1240,2772,564,122
1098,46.0,M,MN,1524,1928,491,1493,1781,481,3339,1754,485,2690,1333,486,1179,1341,500,1543,1150,515,1104,1177,502,89
1099,32.0,M,MN,1156,125,372,1142,115,368,2564,123,373,2143,150,387,948,166,402,1303,247,435,894,158,407,12
1100,54.0,M,MN,1342,577,432,1358,695,437,3036,730,441,2501,706,452,1049,448,445,1383,434,461,981,422,446,6
1101,31.0,M,MN,2109,8310,679,2269,8631,731,4839,8205,703,4312,8096,779,1967,8136,834,2975,8761,992,1941,8540,883,119
1102,34.0,M,MN,1395,867,449,1332,593,429,2988,617,434,2621,1091,473,1281,2404,543,1699,2281,567,1220,2522,555,64
1103,26.0,M,MN,1643,3150,529,1575,2753,507,3510,2692,510,3674,6477,663,1638,6333,695,2238,6609,746,1428,5227,649,111
1104,43.0,M,MN,1538,2081,496,1456,1422,469,3178,1108,462,2594,995,469,1139,1011,483,1534,1088,512,1113,1290,506,75
1106,31.0,M,MN,1419,985,457,1380,839,444,3084,860,448,2652,1200,479,1203,1564,510,1620,1652,540,1134,1498,516,137
1107,41.0,M,MN,1372,712,442,1368,744,441,3038,749,442,2499,692,451,1065,528,452,1349,330,450,953,336,434,31
1108,42.0,M,MN,1617,2842,521,1591,2961,512,3527,2778,513,2890,2349,522,1269,2255,538,1741,2676,581,1230,2652,560,111
1110,39.0,M,MN,1771,5220,570,1629,3384,525,3510,2691,510,2948,2662,532,1409,4027,597,1833,3473,611,1322,3810,601,141
1111,44.0,M,MN,1659,3415,534,1654,3693,533,3455,2369,502,2764,1700,499,1199,1533,509,1565,1293,522,1120,1363,509,378
1112,33.0,M,MN,1538,2080,495,1517,2067,489,3715,3943,540,3795,6906,685,1788,7302,758,2295,6957,765,1819,8128,827,117
